id,date,cctv_1_image,cctv_2_image,cctv_3_image,sensor_1_value,sensor_2_value
1079,2024-11-22 10:42:00,C:\images\cctv_1_20241122082600.jpg,C:\images\cctv_2_20241122082600.jpg,C:\images\cctv_3_20241122082600.jpg,37542.0,8.0
1080,2024-11-22 10:47:00,C:\images\cctv_1_20241122145300.jpg,,C:\images\cctv_3_20241122145300.jpg,43104.0,8.0
1081,2024-11-22 11:00:00,C:\images\cctv_1_20241122081500.jpg,,C:\images\cctv_3_20241122081500.jpg,35305.0,7.0
1082,2024-11-22 11:02:00,C:\images\cctv_1_20241122150800.jpg,C:\images\cctv_2_20241122150800.jpg,,41281.0,7.0
1083,2024-11-22 11:03:00,,C:\images\cctv_2_20241122012500.jpg,C:\images\cctv_3_20241122012500.jpg,41337.0,8.0
1085,2024-11-22 12:58:00,C:\images\cctv_1_20241121185200.jpg,,C:\images\cctv_3_20241121185200.jpg,37115.0,8.0
1089,2024-11-22 14:53:00,C:\images\cctv_1_20241122034700.jpg,C:\images\cctv_2_20241122034700.jpg,,35728.0,6.0
1090,2024-11-22 15:08:00,C:\images\cctv_1_20241122031800.jpg,C:\images\cctv_2_20241122031800.jpg,C:\images\cctv_3_20241122031800.jpg,31696.0,8.0
1092,2024-11-22 16:21:00,C:\images\cctv_1_20241122103300.jpg,C:\images\cctv_2_20241122103300.jpg,C:\images\cctv_3_20241122103300.jpg,43127.0,9.0
1093,2024-11-22 17:10:00,C:\images\cctv_1_20241123093300.jpg,C:\images\cctv_2_20241123093300.jpg,,44889.0,9.0
1095,2024-11-22 18:34:00,C:\images\cctv_1_20241123065600.jpg,C:\images\cctv_2_20241123065600.jpg,C:\images\cctv_3_20241123065600.jpg,34420.0,6.0
1096,2024-11-22 18:45:00,,C:\images\cctv_2_20241123153500.jpg,C:\images\cctv_3_20241123153500.jpg,41402.0,4.0
1097,2024-11-22 19:43:00,C:\images\cctv_1_20241123151500.jpg,,C:\images\cctv_3_20241123151500.jpg,34460.0,6.0
1098,2024-11-22 19:47:00,,,C:\images\cctv_3_20241123033000.jpg,42732.0,7.0
1101,2024-11-22 20:46:00,C:\images\cctv_1_20241123064300.jpg,,C:\images\cctv_3_20241123064300.jpg,31525.0,9.0
1102,2024-11-22 20:47:00,C:\images\cctv_1_20241123083200.jpg,,,34997.0,10.0
1103,2024-11-22 21:30:00,C:\images\cctv_1_20241123114500.jpg,C:\images\cctv_2_20241123114500.jpg,C:\images\cctv_3_20241123114500.jpg,43449.0,7.0
1105,2024-11-22 22:26:00,C:\images\cctv_1_20241122171000.jpg,C:\images\cctv_2_20241122171000.jpg,C:\images\cctv_3_20241122171000.jpg,38471.0,8.0
1106,2024-11-22 23:17:00,,C:\images\cctv_2_20241122204600.jpg,C:\images\cctv_3_20241122204600.jpg,,10.0
1107,2024-11-22 23:32:00,C:\images\cctv_1_20241123093200.jpg,C:\images\cctv_2_20241123093200.jpg,C:\images\cctv_3_20241123093200.jpg,42658.0,8.0
1108,2024-11-23 00:08:00,,C:\images\cctv_2_20241122183400.jpg,C:\images\cctv_3_20241122183400.jpg,36278.0,10.0
1110,2024-11-23 01:06:00,C:\images\cctv_1_20241123130700.jpg,,,38490.0,9.0
1111,2024-11-23 01:18:00,C:\images\cctv_1_20241122184500.jpg,C:\images\cctv_2_20241122184500.jpg,C:\images\cctv_3_20241122184500.jpg,35519.0,10.0
1113,2024-11-23 02:07:00,C:\images\cctv_1_20241122200900.jpg,C:\images\cctv_2_20241122200900.jpg,,33849.0,6.0
1114,2024-11-23 02:17:00,C:\images\cctv_1_20241123010600.jpg,C:\images\cctv_2_20241123010600.jpg,,38365.0,9.0
1115,2024-11-23 03:30:00,,C:\images\cctv_2_20241123063700.jpg,C:\images\cctv_3_20241123063700.jpg,36158.0,6.0
1118,2024-11-23 06:37:00,C:\images\cctv_1_20241123085000.jpg,,C:\images\cctv_3_20241123085000.jpg,33146.0,9.0
1119,2024-11-23 06:43:00,C:\images\cctv_1_20241122204700.jpg,,,,10.0
1123,2024-11-23 08:17:00,,,C:\images\cctv_3_20241122180800.jpg,31298.0,8.0
1125,2024-11-23 08:50:00,C:\images\cctv_1_20241122194700.jpg,C:\images\cctv_2_20241122194700.jpg,C:\images\cctv_3_20241122194700.jpg,38472.0,6.0
1126,2024-11-23 08:56:00,C:\images\cctv_1_20241123081400.jpg,,C:\images\cctv_3_20241123081400.jpg,,10.0
1129,2024-11-23 10:02:00,C:\images\cctv_1_20241123005200.jpg,,C:\images\cctv_3_20241123005200.jpg,31230.0,4.0
1130,2024-11-23 10:15:00,,C:\images\cctv_2_20241123034600.jpg,C:\images\cctv_3_20241123034600.jpg,33024.0,5.0
1131,2024-11-23 10:43:00,C:\images\cctv_1_20241123101500.jpg,C:\images\cctv_2_20241123101500.jpg,,42769.0,6.0
1133,2024-11-23 12:01:00,C:\images\cctv_1_20241123000800.jpg,C:\images\cctv_2_20241123000800.jpg,C:\images\cctv_3_20241123000800.jpg,34912.0,10.0
1134,2024-11-23 13:07:00,C:\images\cctv_1_20241123151100.jpg,,C:\images\cctv_3_20241123151100.jpg,35984.0,5.0
1135,2024-11-23 13:12:00,,C:\images\cctv_2_20241122233200.jpg,C:\images\cctv_3_20241122233200.jpg,33680.0,9.0
1136,2024-11-23 14:19:00,,C:\images\cctv_2_20241123141900.jpg,C:\images\cctv_3_20241123141900.jpg,,8.0
1137,2024-11-23 15:02:00,,C:\images\cctv_2_20241123081700.jpg,C:\images\cctv_3_20241123081700.jpg,,8.0
1138,2024-11-23 15:05:00,C:\images\cctv_1_20241123085600.jpg,C:\images\cctv_2_20241123085600.jpg,C:\images\cctv_3_20241123085600.jpg,,9.0
1141,2024-11-23 15:17:00,C:\images\cctv_1_20241122221800.jpg,,C:\images\cctv_3_20241122221800.jpg,,4.0
1142,2024-11-23 15:35:00,C:\images\cctv_1_20241123131200.jpg,C:\images\cctv_2_20241123131200.jpg,C:\images\cctv_3_20241123131200.jpg,33202.0,5.0
1145,2024-11-23 18:20:00,C:\images\cctv_1_20241124073800.jpg,,C:\images\cctv_3_20241124073800.jpg,36919.0,8.0
1147,2024-11-23 19:16:00,C:\images\cctv_1_20241124065700.jpg,C:\images\cctv_2_20241124065700.jpg,C:\images\cctv_3_20241124065700.jpg,37900.0,5.0
1148,2024-11-23 19:27:00,,C:\images\cctv_2_20241123173700.jpg,C:\images\cctv_3_20241123173700.jpg,38656.0,4.0
1149,2024-11-23 19:33:00,C:\images\cctv_1_20241124143700.jpg,,C:\images\cctv_3_20241124143700.jpg,,9.0
1150,2024-11-23 19:48:00,C:\images\cctv_1_20241124085300.jpg,C:\images\cctv_2_20241124085300.jpg,,38232.0,8.0
1152,2024-11-23 20:05:00,C:\images\cctv_1_20241124091900.jpg,C:\images\cctv_2_20241124091900.jpg,C:\images\cctv_3_20241124091900.jpg,30683.0,4.0
1153,2024-11-23 21:00:00,C:\images\cctv_1_20241124043900.jpg,C:\images\cctv_2_20241124043900.jpg,C:\images\cctv_3_20241124043900.jpg,,4.0
1154,2024-11-23 21:43:00,C:\images\cctv_1_20241123210000.jpg,C:\images\cctv_2_20241123210000.jpg,C:\images\cctv_3_20241123210000.jpg,32120.0,10.0
1155,2024-11-23 21:48:00,,,,,4.0
1156,2024-11-23 22:06:00,,C:\images\cctv_2_20241124103400.jpg,,34594.0,5.0
1157,2024-11-23 22:31:00,C:\images\cctv_1_20241124060900.jpg,,,44557.0,9.0
1160,2024-11-24 03:03:00,C:\images\cctv_1_20241123220600.jpg,C:\images\cctv_2_20241123220600.jpg,C:\images\cctv_3_20241123220600.jpg,,5.0
1161,2024-11-24 03:23:00,C:\images\cctv_1_20241124101900.jpg,C:\images\cctv_2_20241124101900.jpg,,,8.0
1162,2024-11-24 03:38:00,C:\images\cctv_1_20241123193300.jpg,C:\images\cctv_2_20241123193300.jpg,C:\images\cctv_3_20241123193300.jpg,41636.0,8.0
1163,2024-11-24 04:32:00,C:\images\cctv_1_20241123200500.jpg,,C:\images\cctv_3_20241123200500.jpg,33850.0,5.0
1164,2024-11-24 04:39:00,C:\images\cctv_1_20241124165800.jpg,C:\images\cctv_2_20241124165800.jpg,C:\images\cctv_3_20241124165800.jpg,44153.0,6.0
1169,2024-11-24 07:06:00,C:\images\cctv_1_20241124090000.jpg,C:\images\cctv_2_20241124090000.jpg,C:\images\cctv_3_20241124090000.jpg,42874.0,4.0
1170,2024-11-24 07:07:00,C:\images\cctv_1_20241123183700.jpg,C:\images\cctv_2_20241123183700.jpg,,,8.0
1172,2024-11-24 08:53:00,C:\images\cctv_1_20241124033800.jpg,C:\images\cctv_2_20241124033800.jpg,C:\images\cctv_3_20241124033800.jpg,37035.0,4.0
1173,2024-11-24 08:57:00,C:\images\cctv_1_20241124111500.jpg,C:\images\cctv_2_20241124111500.jpg,C:\images\cctv_3_20241124111500.jpg,,6.0
1175,2024-11-24 09:14:00,,C:\images\cctv_2_20241123214800.jpg,C:\images\cctv_3_20241123214800.jpg,,4.0
1176,2024-11-24 09:19:00,C:\images\cctv_1_20241123214300.jpg,C:\images\cctv_2_20241123214300.jpg,C:\images\cctv_3_20241123214300.jpg,,10.0
1177,2024-11-24 10:07:00,C:\images\cctv_1_20241124085700.jpg,C:\images\cctv_2_20241124085700.jpg,C:\images\cctv_3_20241124085700.jpg,35507.0,8.0
1178,2024-11-24 10:16:00,,C:\images\cctv_2_20241124144800.jpg,C:\images\cctv_3_20241124144800.jpg,35119.0,9.0
1180,2024-11-24 10:34:00,,C:\images\cctv_2_20241124105900.jpg,,35064.0,9.0
1181,2024-11-24 10:46:00,C:\images\cctv_1_20241124030300.jpg,C:\images\cctv_2_20241124030300.jpg,,,5.0
1182,2024-11-24 10:59:00,C:\images\cctv_1_20241123182000.jpg,C:\images\cctv_2_20241123182000.jpg,C:\images\cctv_3_20241123182000.jpg,36022.0,10.0
1184,2024-11-24 11:48:00,C:\images\cctv_1_20241124043200.jpg,C:\images\cctv_2_20241124043200.jpg,,,8.0
1185,2024-11-24 12:29:00,C:\images\cctv_1_20241124091400.jpg,C:\images\cctv_2_20241124091400.jpg,C:\images\cctv_3_20241124091400.jpg,32517.0,5.0
1187,2024-11-24 13:57:00,C:\images\cctv_1_20241124140100.jpg,,C:\images\cctv_3_20241124140100.jpg,,5.0
1189,2024-11-24 14:37:00,,C:\images\cctv_2_20241123192700.jpg,C:\images\cctv_3_20241123192700.jpg,,9.0
1190,2024-11-24 14:48:00,C:\images\cctv_1_20241124153600.jpg,C:\images\cctv_2_20241124153600.jpg,C:\images\cctv_3_20241124153600.jpg,,9.0
1191,2024-11-24 15:36:00,,C:\images\cctv_2_20241123194800.jpg,,,7.0
1194,2024-11-24 17:46:00,C:\images\cctv_1_20241125112300.jpg,C:\images\cctv_2_20241125112300.jpg,C:\images\cctv_3_20241125112300.jpg,,7.0
1196,2024-11-24 18:34:00,C:\images\cctv_1_20241125070600.jpg,C:\images\cctv_2_20241125070600.jpg,C:\images\cctv_3_20241125070600.jpg,35807.0,6.0
1198,2024-11-24 19:29:00,,C:\images\cctv_2_20241124180700.jpg,C:\images\cctv_3_20241124180700.jpg,39601.0,8.0
1201,2024-11-24 21:39:00,,C:\images\cctv_2_20241124222900.jpg,C:\images\cctv_3_20241124222900.jpg,42277.0,8.0
1202,2024-11-24 22:03:00,C:\images\cctv_1_20241124212800.jpg,,C:\images\cctv_3_20241124212800.jpg,44661.0,6.0
1203,2024-11-24 22:29:00,C:\images\cctv_1_20241125093300.jpg,C:\images\cctv_2_20241125093300.jpg,,31091.0,10.0
1205,2024-11-24 23:19:00,C:\images\cctv_1_20241125144300.jpg,C:\images\cctv_2_20241125144300.jpg,C:\images\cctv_3_20241125144300.jpg,43639.0,10.0
1206,2024-11-24 23:31:00,C:\images\cctv_1_20241124213900.jpg,C:\images\cctv_2_20241124213900.jpg,C:\images\cctv_3_20241124213900.jpg,38894.0,8.0
1208,2024-11-25 00:46:00,C:\images\cctv_1_20241125011900.jpg,C:\images\cctv_2_20241125011900.jpg,C:\images\cctv_3_20241125011900.jpg,40068.0,4.0
1209,2024-11-25 01:02:00,C:\images\cctv_1_20241124192900.jpg,,,32335.0,7.0
1210,2024-11-25 01:06:00,,C:\images\cctv_2_20241125010200.jpg,C:\images\cctv_3_20241125010200.jpg,36365.0,9.0
1211,2024-11-25 01:19:00,,C:\images\cctv_2_20241124231900.jpg,C:\images\cctv_3_20241124231900.jpg,42607.0,7.0
1212,2024-11-25 02:07:00,C:\images\cctv_1_20241124174600.jpg,C:\images\cctv_2_20241124174600.jpg,C:\images\cctv_3_20241124174600.jpg,36763.0,4.0
1214,2024-11-25 02:56:00,C:\images\cctv_1_20241124183400.jpg,C:\images\cctv_2_20241124183400.jpg,C:\images\cctv_3_20241124183400.jpg,37768.0,5.0
1215,2024-11-25 03:37:00,,C:\images\cctv_2_20241125163900.jpg,C:\images\cctv_3_20241125163900.jpg,,4.0
1216,2024-11-25 03:37:00,C:\images\cctv_1_20241125091700.jpg,C:\images\cctv_2_20241125091700.jpg,C:\images\cctv_3_20241125091700.jpg,44170.0,5.0
1217,2024-11-25 04:07:00,C:\images\cctv_1_20241125083900.jpg,C:\images\cctv_2_20241125083900.jpg,C:\images\cctv_3_20241125083900.jpg,,9.0
1218,2024-11-25 04:07:00,C:\images\cctv_1_20241125042000.jpg,C:\images\cctv_2_20241125042000.jpg,C:\images\cctv_3_20241125042000.jpg,31617.0,7.0
1219,2024-11-25 04:20:00,C:\images\cctv_1_20241125025600.jpg,C:\images\cctv_2_20241125025600.jpg,C:\images\cctv_3_20241125025600.jpg,39102.0,4.0
1220,2024-11-25 04:20:00,C:\images\cctv_1_20241125130100.jpg,,C:\images\cctv_3_20241125130100.jpg,40603.0,10.0
1221,2024-11-25 04:32:00,,C:\images\cctv_2_20241125033700.jpg,C:\images\cctv_3_20241125033700.jpg,,6.0
1222,2024-11-25 04:52:00,C:\images\cctv_1_20241125001300.jpg,,C:\images\cctv_3_20241125001300.jpg,37707.0,10.0
1223,2024-11-25 05:40:00,C:\images\cctv_1_20241125040700.jpg,C:\images\cctv_2_20241125040700.jpg,C:\images\cctv_3_20241125040700.jpg,,10.0
1224,2024-11-25 06:51:00,,C:\images\cctv_2_20241124202000.jpg,C:\images\cctv_3_20241124202000.jpg,37126.0,4.0
1225,2024-11-25 07:06:00,C:\images\cctv_1_20241125042000.jpg,,C:\images\cctv_3_20241125042000.jpg,38486.0,10.0
1227,2024-11-25 08:33:00,C:\images\cctv_1_20241125081700.jpg,C:\images\cctv_2_20241125081700.jpg,C:\images\cctv_3_20241125081700.jpg,,10.0
1229,2024-11-25 08:44:00,C:\images\cctv_1_20241124233100.jpg,,C:\images\cctv_3_20241124233100.jpg,44336.0,4.0
1232,2024-11-25 09:22:00,C:\images\cctv_1_20241125083300.jpg,C:\images\cctv_2_20241125083300.jpg,C:\images\cctv_3_20241125083300.jpg,36000.0,8.0
1233,2024-11-25 09:33:00,C:\images\cctv_1_20241125113700.jpg,C:\images\cctv_2_20241125113700.jpg,C:\images\cctv_3_20241125113700.jpg,,4.0
1234,2024-11-25 11:11:00,C:\images\cctv_1_20241124174600.jpg,C:\images\cctv_2_20241124174600.jpg,C:\images\cctv_3_20241124174600.jpg,39936.0,9.0
1235,2024-11-25 11:23:00,,,C:\images\cctv_3_20241125004600.jpg,44687.0,5.0
1236,2024-11-25 11:37:00,C:\images\cctv_1_20241125160900.jpg,C:\images\cctv_2_20241125160900.jpg,C:\images\cctv_3_20241125160900.jpg,,9.0
1238,2024-11-25 14:08:00,C:\images\cctv_1_20241125023600.jpg,,C:\images\cctv_3_20241125023600.jpg,39372.0,10.0
1242,2024-11-25 16:39:00,C:\images\cctv_1_20241125040700.jpg,C:\images\cctv_2_20241125040700.jpg,C:\images\cctv_3_20241125040700.jpg,39351.0,7.0
1243,2024-11-25 17:34:00,C:\images\cctv_1_20241126084500.jpg,C:\images\cctv_2_20241126084500.jpg,,,5.0
1244,2024-11-25 17:37:00,,C:\images\cctv_2_20241125223100.jpg,C:\images\cctv_3_20241125223100.jpg,36691.0,6.0
1245,2024-11-25 17:48:00,C:\images\cctv_1_20241126094700.jpg,C:\images\cctv_2_20241126094700.jpg,C:\images\cctv_3_20241126094700.jpg,34112.0,8.0
1246,2024-11-25 18:06:00,C:\images\cctv_1_20241125190300.jpg,C:\images\cctv_2_20241125190300.jpg,C:\images\cctv_3_20241125190300.jpg,,4.0
1247,2024-11-25 18:37:00,C:\images\cctv_1_20241125234000.jpg,C:\images\cctv_2_20241125234000.jpg,C:\images\cctv_3_20241125234000.jpg,,7.0
1249,2024-11-25 19:12:00,C:\images\cctv_1_20241126080800.jpg,C:\images\cctv_2_20241126080800.jpg,C:\images\cctv_3_20241126080800.jpg,42797.0,6.0
1250,2024-11-25 20:18:00,C:\images\cctv_1_20241125213200.jpg,C:\images\cctv_2_20241125213200.jpg,C:\images\cctv_3_20241125213200.jpg,,8.0
1251,2024-11-25 20:42:00,C:\images\cctv_1_20241126041700.jpg,,C:\images\cctv_3_20241126041700.jpg,38556.0,4.0
1252,2024-11-25 21:32:00,,C:\images\cctv_2_20241125223400.jpg,C:\images\cctv_3_20241125223400.jpg,36948.0,5.0
1253,2024-11-25 21:40:00,C:\images\cctv_1_20241126142800.jpg,C:\images\cctv_2_20241126142800.jpg,C:\images\cctv_3_20241126142800.jpg,41577.0,4.0
1254,2024-11-25 21:47:00,C:\images\cctv_1_20241126053800.jpg,C:\images\cctv_2_20241126053800.jpg,C:\images\cctv_3_20241126053800.jpg,33821.0,5.0
1256,2024-11-25 22:13:00,C:\images\cctv_1_20241125214000.jpg,C:\images\cctv_2_20241125214000.jpg,C:\images\cctv_3_20241125214000.jpg,32449.0,5.0
1258,2024-11-25 22:31:00,C:\images\cctv_1_20241125180600.jpg,,C:\images\cctv_3_20241125180600.jpg,42130.0,4.0
1259,2024-11-25 22:34:00,,C:\images\cctv_2_20241126123000.jpg,C:\images\cctv_3_20241126123000.jpg,43955.0,9.0
1260,2024-11-25 22:58:00,C:\images\cctv_1_20241125214700.jpg,C:\images\cctv_2_20241125214700.jpg,,30673.0,5.0
1261,2024-11-25 23:00:00,C:\images\cctv_1_20241125174800.jpg,C:\images\cctv_2_20241125174800.jpg,C:\images\cctv_3_20241125174800.jpg,,8.0
1262,2024-11-25 23:40:00,C:\images\cctv_1_20241126092600.jpg,C:\images\cctv_2_20241126092600.jpg,C:\images\cctv_3_20241126092600.jpg,40298.0,5.0
1263,2024-11-25 23:46:00,C:\images\cctv_1_20241125183700.jpg,C:\images\cctv_2_20241125183700.jpg,C:\images\cctv_3_20241125183700.jpg,,5.0
1265,2024-11-26 00:07:00,C:\images\cctv_1_20241125221300.jpg,C:\images\cctv_2_20241125221300.jpg,C:\images\cctv_3_20241125221300.jpg,43419.0,10.0
1266,2024-11-26 00:24:00,C:\images\cctv_1_20241126102200.jpg,,,39360.0,9.0
1267,2024-11-26 00:45:00,,C:\images\cctv_2_20241125230000.jpg,,31316.0,5.0
1268,2024-11-26 02:07:00,C:\images\cctv_1_20241126020700.jpg,C:\images\cctv_2_20241126020700.jpg,C:\images\cctv_3_20241126020700.jpg,,10.0
1270,2024-11-26 03:29:00,C:\images\cctv_1_20241125173700.jpg,C:\images\cctv_2_20241125173700.jpg,C:\images\cctv_3_20241125173700.jpg,43141.0,7.0
1271,2024-11-26 03:31:00,C:\images\cctv_1_20241126000700.jpg,C:\images\cctv_2_20241126000700.jpg,C:\images\cctv_3_20241126000700.jpg,41901.0,9.0
1272,2024-11-26 03:53:00,C:\images\cctv_1_20241126093600.jpg,C:\images\cctv_2_20241126093600.jpg,C:\images\cctv_3_20241126093600.jpg,38296.0,7.0
1274,2024-11-26 04:19:00,C:\images\cctv_1_20241126112000.jpg,C:\images\cctv_2_20241126112000.jpg,,,9.0
1275,2024-11-26 05:38:00,C:\images\cctv_1_20241125204200.jpg,C:\images\cctv_2_20241125204200.jpg,C:\images\cctv_3_20241125204200.jpg,32588.0,8.0
1276,2024-11-26 06:28:00,,C:\images\cctv_2_20241126114300.jpg,C:\images\cctv_3_20241126114300.jpg,40029.0,5.0
1277,2024-11-26 06:58:00,C:\images\cctv_1_20241126004500.jpg,,C:\images\cctv_3_20241126004500.jpg,41413.0,10.0
1278,2024-11-26 08:08:00,C:\images\cctv_1_20241125221400.jpg,,,37152.0,10.0
1279,2024-11-26 08:45:00,C:\images\cctv_1_20241126041900.jpg,,C:\images\cctv_3_20241126041900.jpg,31815.0,6.0
1280,2024-11-26 09:26:00,,C:\images\cctv_2_20241126062800.jpg,,41660.0,7.0
1281,2024-11-26 09:36:00,C:\images\cctv_1_20241126000200.jpg,C:\images\cctv_2_20241126000200.jpg,C:\images\cctv_3_20241126000200.jpg,32097.0,4.0
1282,2024-11-26 09:47:00,C:\images\cctv_1_20241126035300.jpg,C:\images\cctv_2_20241126035300.jpg,C:\images\cctv_3_20241126035300.jpg,42018.0,10.0
1285,2024-11-26 10:22:00,,,C:\images\cctv_3_20241126121300.jpg,30434.0,8.0
1286,2024-11-26 11:20:00,C:\images\cctv_1_20241126065800.jpg,C:\images\cctv_2_20241126065800.jpg,,35131.0,5.0
1288,2024-11-26 12:13:00,C:\images\cctv_1_20241125201800.jpg,,,,6.0
1289,2024-11-26 12:14:00,C:\images\cctv_1_20241126101700.jpg,C:\images\cctv_2_20241126101700.jpg,C:\images\cctv_3_20241126101700.jpg,36442.0,9.0
1290,2024-11-26 12:30:00,C:\images\cctv_1_20241126140800.jpg,C:\images\cctv_2_20241126140800.jpg,C:\images\cctv_3_20241126140800.jpg,44140.0,9.0
1291,2024-11-26 14:08:00,C:\images\cctv_1_20241125225800.jpg,,C:\images\cctv_3_20241125225800.jpg,30202.0,4.0
1293,2024-11-26 17:38:00,C:\images\cctv_1_20241126191600.jpg,,C:\images\cctv_3_20241126191600.jpg,44690.0,10.0
1294,2024-11-26 17:52:00,C:\images\cctv_1_20241127072300.jpg,C:\images\cctv_2_20241127072300.jpg,C:\images\cctv_3_20241127072300.jpg,44613.0,4.0
1295,2024-11-26 18:17:00,C:\images\cctv_1_20241126225800.jpg,C:\images\cctv_2_20241126225800.jpg,C:\images\cctv_3_20241126225800.jpg,,4.0
1296,2024-11-26 18:47:00,C:\images\cctv_1_20241127152300.jpg,C:\images\cctv_2_20241127152300.jpg,,33120.0,8.0
1297,2024-11-26 19:16:00,C:\images\cctv_1_20241127104600.jpg,C:\images\cctv_2_20241127104600.jpg,C:\images\cctv_3_20241127104600.jpg,,10.0
1298,2024-11-26 21:21:00,C:\images\cctv_1_20241126233200.jpg,,C:\images\cctv_3_20241126233200.jpg,35070.0,7.0
1299,2024-11-26 21:22:00,C:\images\cctv_1_20241127013000.jpg,,C:\images\cctv_3_20241127013000.jpg,35666.0,4.0
1300,2024-11-26 21:46:00,C:\images\cctv_1_20241127002700.jpg,C:\images\cctv_2_20241127002700.jpg,C:\images\cctv_3_20241127002700.jpg,37505.0,6.0
1301,2024-11-26 21:55:00,C:\images\cctv_1_20241126232800.jpg,C:\images\cctv_2_20241126232800.jpg,,38687.0,4.0
1302,2024-11-26 22:19:00,,C:\images\cctv_2_20241127120600.jpg,C:\images\cctv_3_20241127120600.jpg,,5.0
1303,2024-11-26 22:42:00,,C:\images\cctv_2_20241127091700.jpg,C:\images\cctv_3_20241127091700.jpg,32035.0,4.0
1304,2024-11-26 22:58:00,,,,,7.0
1305,2024-11-26 23:22:00,C:\images\cctv_1_20241126233500.jpg,C:\images\cctv_2_20241126233500.jpg,C:\images\cctv_3_20241126233500.jpg,,9.0
1306,2024-11-26 23:28:00,C:\images\cctv_1_20241126214600.jpg,C:\images\cctv_2_20241126214600.jpg,C:\images\cctv_3_20241126214600.jpg,42002.0,8.0
1308,2024-11-26 23:32:00,C:\images\cctv_1_20241127093500.jpg,C:\images\cctv_2_20241127093500.jpg,,,7.0
1312,2024-11-27 02:28:00,C:\images\cctv_1_20241127025100.jpg,C:\images\cctv_2_20241127025100.jpg,C:\images\cctv_3_20241127025100.jpg,44679.0,9.0
1313,2024-11-27 02:51:00,,,,36830.0,8.0
1314,2024-11-27 02:55:00,C:\images\cctv_1_20241127043400.jpg,C:\images\cctv_2_20241127043400.jpg,C:\images\cctv_3_20241127043400.jpg,,5.0
1315,2024-11-27 03:08:00,C:\images\cctv_1_20241127050800.jpg,C:\images\cctv_2_20241127050800.jpg,C:\images\cctv_3_20241127050800.jpg,,9.0
1316,2024-11-27 03:13:00,C:\images\cctv_1_20241127044600.jpg,C:\images\cctv_2_20241127044600.jpg,,44260.0,10.0
1317,2024-11-27 04:34:00,C:\images\cctv_1_20241127045700.jpg,C:\images\cctv_2_20241127045700.jpg,C:\images\cctv_3_20241127045700.jpg,37932.0,8.0
1318,2024-11-27 04:46:00,C:\images\cctv_1_20241127080300.jpg,C:\images\cctv_2_20241127080300.jpg,,40655.0,5.0
1319,2024-11-27 04:57:00,,C:\images\cctv_2_20241127122700.jpg,C:\images\cctv_3_20241127122700.jpg,38037.0,8.0
1320,2024-11-27 05:07:00,,C:\images\cctv_2_20241126181700.jpg,C:\images\cctv_3_20241126181700.jpg,,7.0
1322,2024-11-27 07:23:00,C:\images\cctv_1_20241127030800.jpg,C:\images\cctv_2_20241127030800.jpg,C:\images\cctv_3_20241127030800.jpg,31891.0,10.0
1324,2024-11-27 08:03:00,C:\images\cctv_1_20241127104600.jpg,C:\images\cctv_2_20241127104600.jpg,C:\images\cctv_3_20241127104600.jpg,41103.0,4.0
1326,2024-11-27 09:17:00,C:\images\cctv_1_20241127132900.jpg,C:\images\cctv_2_20241127132900.jpg,C:\images\cctv_3_20241127132900.jpg,30121.0,5.0
1328,2024-11-27 10:46:00,,C:\images\cctv_2_20241127143900.jpg,C:\images\cctv_3_20241127143900.jpg,38855.0,10.0
1329,2024-11-27 10:46:00,C:\images\cctv_1_20241127072900.jpg,C:\images\cctv_2_20241127072900.jpg,C:\images\cctv_3_20241127072900.jpg,39365.0,7.0
1330,2024-11-27 10:51:00,C:\images\cctv_1_20241126173800.jpg,C:\images\cctv_2_20241126173800.jpg,C:\images\cctv_3_20241126173800.jpg,40771.0,5.0
1332,2024-11-27 12:25:00,,,,,5.0
1334,2024-11-27 12:27:00,,C:\images\cctv_2_20241126215500.jpg,C:\images\cctv_3_20241126215500.jpg,36454.0,5.0
1335,2024-11-27 12:34:00,C:\images\cctv_1_20241126175200.jpg,C:\images\cctv_2_20241126175200.jpg,C:\images\cctv_3_20241126175200.jpg,36121.0,4.0
1336,2024-11-27 13:02:00,C:\images\cctv_1_20241126224200.jpg,C:\images\cctv_2_20241126224200.jpg,,39807.0,6.0
1337,2024-11-27 13:29:00,C:\images\cctv_1_20241127123400.jpg,C:\images\cctv_2_20241127123400.jpg,C:\images\cctv_3_20241127123400.jpg,32392.0,6.0
1338,2024-11-27 13:34:00,C:\images\cctv_1_20241126212100.jpg,C:\images\cctv_2_20241126212100.jpg,C:\images\cctv_3_20241126212100.jpg,40793.0,9.0
1339,2024-11-27 14:39:00,C:\images\cctv_1_20241126212200.jpg,C:\images\cctv_2_20241126212200.jpg,C:\images\cctv_3_20241126212200.jpg,33115.0,9.0
1341,2024-11-27 15:06:00,,,C:\images\cctv_3_20241127145000.jpg,32337.0,6.0
1342,2024-11-27 15:23:00,C:\images\cctv_1_20241127025500.jpg,C:\images\cctv_2_20241127025500.jpg,,44019.0,5.0
1344,2024-11-27 17:44:00,C:\images\cctv_1_20241128015500.jpg,C:\images\cctv_2_20241128015500.jpg,,,9.0
1345,2024-11-27 18:22:00,C:\images\cctv_1_20241128112000.jpg,C:\images\cctv_2_20241128112000.jpg,,33583.0,7.0
